"Desease";"Año";"Dpto";"Mpio";"Resultado";"Mensaje"
"Dengue";"2007";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2007";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2007";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2007";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2008";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2008";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2008";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2008";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2008";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2008";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2009";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2009";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2009";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2009";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2009";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2009";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2010";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2010";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2010";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2010";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2010";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2010";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2011";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2011";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2011";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2011";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2011";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2011";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2012";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2012";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2012";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2012";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2012";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2012";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2013";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2013";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2013";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2013";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Dengue";"2013";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2013";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Dengue";"2014";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
